validation loss,epoch,step,train loss,test loss,accuracy
1.12175714969635,9,9,,,
1.1164580583572388,19,19,,,
1.1124827861785889,29,29,,,
1.1093248128890991,39,39,,,
,49,49,1.106647253036499,,
1.1063460111618042,49,49,,,
1.1044636964797974,59,59,,,
1.1020292043685913,69,69,,,
1.0992084741592407,79,79,,,
1.0955073833465576,89,89,,,
,99,99,1.0912715196609497,,
1.0907472372055054,99,99,,,
1.0848146677017212,109,109,,,
1.0774788856506348,119,119,,,
1.0683685541152954,129,129,,,
1.0574681758880615,139,139,,,
,149,149,1.0455501079559326,,
1.044101357460022,149,149,,,
1.0280486345291138,159,159,,,
1.0090841054916382,169,169,,,
0.9870890974998474,179,179,,,
0.9623886346817017,189,189,,,
,199,199,0.9381166100502014,,
0.9353346228599548,199,199,,,
0.9068191051483154,209,209,,,
0.8778428435325623,219,219,,,
0.8497841954231262,229,229,,,
0.8230687975883484,239,239,,,
,249,249,0.8001161217689514,,
0.7976553440093994,249,249,,,
0.7739673256874084,259,259,,,
0.7519738674163818,269,269,,,
0.7319958209991455,279,279,,,
0.7143442034721375,289,289,,,
,299,299,0.7003127336502075,,
0.698860764503479,299,299,,,
0.6852651834487915,309,309,,,
0.6731758713722229,319,319,,,
0.6625287532806396,329,329,,,
0.653095543384552,339,339,,,
,349,349,0.6455098390579224,,
0.6447137594223022,349,349,,,
0.6371946334838867,359,359,,,
0.6303538084030151,369,369,,,
0.6241052746772766,379,379,,,
0.6184185147285461,389,389,,,
,399,399,0.6137226223945618,,
0.6132230162620544,399,399,,,
0.6084403991699219,409,409,,,
0.6039885878562927,419,419,,,
0.5998318791389465,429,429,,,
0.5959218740463257,439,439,,,
,449,449,0.5925805568695068,,
0.5922186970710754,449,449,,,
0.5886958241462708,459,459,,,
0.5853386521339417,469,469,,,
0.5821411609649658,479,479,,,
0.5791057348251343,489,489,,,
,499,499,0.5765018463134766,,
0.5762190222740173,499,499,,,
0.5734542608261108,509,509,,,
0.5708022713661194,519,519,,,
0.5682580471038818,529,529,,,
0.5658217072486877,539,539,,,
,549,549,0.5637152194976807,,
0.5634863376617432,549,549,,,
0.5612438321113586,559,559,,,
0.5590896010398865,569,569,,,
0.557013750076294,579,579,,,
0.5550118684768677,589,589,,,
,599,599,0.5532681941986084,,
0.5530775785446167,599,599,,,
0.5512044429779053,609,609,,,
0.549388587474823,619,619,,,
0.5476269125938416,629,629,,,
0.5459170937538147,639,639,,,
,649,649,0.5444203019142151,,
0.5442562699317932,649,649,,,
0.5426427721977234,659,659,,,
0.5410743951797485,669,669,,,
0.5395491719245911,679,679,,,
0.5380655527114868,689,689,,,
,699,699,0.5367642045021057,,
0.536621630191803,699,699,,,
0.5352159142494202,709,709,,,
0.5338469743728638,719,719,,,
0.532513439655304,729,729,,,
0.5312140583992004,739,739,,,
,749,749,0.5300725102424622,,
0.5299474000930786,749,749,,,
0.5287122130393982,759,759,,,
0.5275076031684875,769,769,,,
0.5263323187828064,779,779,,,
0.5251854658126831,789,789,,,
,799,799,0.5241766571998596,,
0.5240659117698669,799,799,,,
0.5229727029800415,809,809,,,
0.5219051837921143,819,819,,,
0.5208621621131897,829,829,,,
0.5198429822921753,839,839,,,
,849,849,0.5189455151557922,,
0.5188469290733337,849,849,,,
0.517873227596283,859,859,,,
0.5169209837913513,869,869,,,
0.5159898400306702,879,879,,,
0.5150787830352783,889,889,,,
,899,899,0.5142756700515747,,
0.5141873955726624,899,899,,,
0.5133150219917297,909,909,,,
0.5124609470367432,919,919,,,
0.5116247534751892,929,929,,,
0.5108058452606201,939,939,,,
,949,949,0.5100834369659424,,
0.510003924369812,949,949,,,
0.5092182755470276,959,959,,,
0.5084483623504639,969,969,,,
0.507693886756897,979,979,,,
0.5069543719291687,989,989,,,
,999,999,0.5063011050224304,,
0.5062292814254761,999,999,,,
0.50551837682724,1009,1009,,,
0.504821240901947,1019,1019,,,
0.504137396812439,1029,1029,,,
0.5034664869308472,1039,1039,,,
,1049,1049,0.5028736591339111,,
0.5028082728385925,1049,1049,,,
0.5021623969078064,1059,1059,,,
0.5015285015106201,1069,1069,,,
0.5009061694145203,1079,1079,,,
0.5002952218055725,1089,1089,,,
,1099,1099,0.49975475668907166,,
0.4996953010559082,1099,1099,,,
0.4991060793399811,1109,1109,,,
0.4985274374485016,1119,1119,,,
0.4979589581489563,1129,1129,,,
0.4974004328250885,1139,1139,,,
,1149,1149,0.4969061017036438,,
0.4968515932559967,1149,1149,,,
0.4963122606277466,1159,1159,,,
0.4957822263240814,1169,1169,,,
0.49526119232177734,1179,1179,,,
0.49474889039993286,1189,1189,,,
,1199,1199,0.494295209646225,,
0.4942452013492584,1199,1199,,,
0.4937499463558197,1209,1209,,,
0.49326291680336,1219,1219,,,
0.49278369545936584,1229,1229,,,
0.4923124313354492,1239,1239,,,
,1249,1249,0.4918948709964752,,
0.49184876680374146,1249,1249,,,
0.491392582654953,1259,1259,,,
0.4909437894821167,1269,1269,,,
0.49050185084342957,1279,1279,,,
0.4900670349597931,1289,1289,,,
,1299,1299,0.489681601524353,,
0.4896390736103058,1299,1299,,,
0.48921775817871094,1309,1309,,,
