train loss,epoch,step,test loss,accuracy
0.870665967464447,0,49,,
1.1350030899047852,1,99,,
0.9011080265045166,1,149,,
0.9229572415351868,2,199,,
0.894925057888031,3,249,,
0.4024208188056946,3,299,,
1.280109167098999,4,349,,
0.7136737704277039,5,399,,
0.3143133223056793,5,449,,
0.5347520112991333,6,499,,
0.43607792258262634,7,549,,
0.3517864942550659,7,599,,
0.2675396203994751,8,649,,
0.2180212438106537,9,699,,
0.22351884841918945,9,749,,
0.21176929771900177,10,799,,
0.2666620910167694,11,849,,
0.10808251798152924,11,899,,
0.489957720041275,12,949,,
0.2712806463241577,13,999,,
0.35105594992637634,13,1049,,
0.21121740341186523,14,1099,,
,15,1125,0.2862119674682617,0.9733333587646484
