validation loss,epoch,step,train loss
1.1384447813034058,0,0,
1.1356548070907593,1,1,
1.1331044435501099,2,2,
1.1307274103164673,3,3,
1.1285237073898315,4,4,
1.1264861822128296,5,5,
1.1245765686035156,6,6,
1.1227624416351318,7,7,
1.1210384368896484,8,8,
1.1193830966949463,9,9,
1.117797613143921,10,10,
1.1162757873535156,11,11,
1.114810824394226,12,12,
1.1133991479873657,13,13,
1.1120221614837646,14,14,
1.1106711626052856,15,15,
1.1093381643295288,16,16,
1.108028531074524,17,17,
1.1067346334457397,18,18,
1.1054396629333496,19,19,
1.104148268699646,20,20,
1.1028592586517334,21,21,
1.1015682220458984,22,22,
1.1002708673477173,23,23,
1.098962664604187,24,24,
1.0976369380950928,25,25,
1.0963042974472046,26,26,
1.0949653387069702,27,27,
1.0936094522476196,28,28,
1.0922120809555054,29,29,
1.0908005237579346,30,30,
1.0893306732177734,31,31,
1.0878338813781738,32,32,
1.0863078832626343,33,33,
1.0847630500793457,34,34,
1.0832010507583618,35,35,
1.081626296043396,36,36,
1.080048680305481,37,37,
1.0784547328948975,38,38,
1.0768579244613647,39,39,
1.0752516984939575,40,40,
1.073635458946228,41,41,
1.0719963312149048,42,42,
1.0703305006027222,43,43,
1.068617343902588,44,44,
1.0668320655822754,45,45,
1.064982533454895,46,46,
1.0630576610565186,47,47,
1.061087727546692,48,48,
,49,49,1.061087727546692
1.0590697526931763,49,49,
1.0570145845413208,50,50,
1.054904580116272,51,51,
1.0527408123016357,52,52,
1.0505245923995972,53,53,
1.0482537746429443,54,54,
1.0459275245666504,55,55,
1.0435441732406616,56,56,
1.0410971641540527,57,57,
1.0385825634002686,58,58,
1.0360110998153687,59,59,
1.0333876609802246,60,60,
1.0307024717330933,61,61,
1.027950644493103,62,62,
1.0251320600509644,63,63,
1.0222469568252563,64,64,
1.0193005800247192,65,65,
1.0162930488586426,66,66,
1.0132213830947876,67,67,
1.010081171989441,68,68,
1.0068690776824951,69,69,
1.0035852193832397,70,70,
1.000230312347412,71,71,
0.9968072175979614,72,72,
0.9933198690414429,73,73,
0.9897638559341431,74,74,
0.9861330389976501,75,75,
0.9824281930923462,76,76,
0.9786547422409058,77,77,
0.9748127460479736,78,78,
0.9708968997001648,79,79,
0.9669056534767151,80,80,
0.9628427028656006,81,81,
0.958711564540863,82,82,
0.9545068144798279,83,83,
0.9502277374267578,84,84,
0.9458836317062378,85,85,
0.9414745569229126,86,86,
0.9369927048683167,87,87,
0.9324449300765991,88,88,
0.9278326034545898,89,89,
0.9231504201889038,90,90,
0.9184062480926514,91,91,
0.9135931730270386,92,92,
0.9087181091308594,93,93,
0.9037906527519226,94,94,
0.8988134264945984,95,95,
0.8937836289405823,96,96,
0.8887181878089905,97,97,
0.8836073279380798,98,98,
,99,99,0.8836074471473694
0.8784655928611755,99,99,
0.873275876045227,100,100,
0.8680372834205627,101,101,
0.8627545237541199,102,102,
0.857426106929779,103,103,
0.8520588278770447,104,104,
0.8466596007347107,105,105,
0.8412250280380249,106,106,
0.8357592821121216,107,107,
0.830259382724762,108,108,
0.824725866317749,109,109,
0.819170355796814,110,110,
0.8135913610458374,111,111,
0.8079889416694641,112,112,
0.8023604154586792,113,113,
0.7967082262039185,114,114,
0.7910350561141968,115,115,
0.7853445410728455,116,116,
0.7796422243118286,117,117,
0.7739332914352417,118,118,
0.7682167291641235,119,119,
0.762493371963501,120,120,
0.7567746639251709,121,121,
0.751056432723999,122,122,
0.7453464865684509,123,123,
0.7396509051322937,124,124,
0.7339687943458557,125,125,
0.7283185720443726,126,126,
0.7227193117141724,127,127,
0.7171561121940613,128,128,
0.7116255164146423,129,129,
0.7061594724655151,130,130,
0.7007458209991455,131,131,
0.6953713893890381,132,132,
0.6900269985198975,133,133,
0.6847266554832458,134,134,
0.6794678568840027,135,135,
0.674254834651947,136,136,
0.6690836548805237,137,137,
0.6639546155929565,138,138,
0.6588746905326843,139,139,
0.6538410186767578,140,140,
0.6488573551177979,141,141,
0.6439173817634583,142,142,
0.6390213370323181,143,143,
0.634171187877655,144,144,
0.629368245601654,145,145,
0.6246129870414734,146,146,
0.619909942150116,147,147,
0.6152635812759399,148,148,
,149,149,0.6152636408805847
0.6106694936752319,149,149,
0.6061283946037292,150,150,
0.6016397476196289,151,151,
0.5972068905830383,152,152,
0.5928267240524292,153,153,
0.5885007977485657,154,154,
0.584227979183197,155,155,
0.5800085663795471,156,156,
0.5758432149887085,157,157,
0.5717334747314453,158,158,
0.5676775574684143,159,159,
0.5636752843856812,160,160,
0.5597269535064697,161,161,
0.5558319091796875,162,162,
0.5519899129867554,163,163,
0.5482006072998047,164,164,
0.544464111328125,165,165,
0.5407799482345581,166,166,
0.5371472835540771,167,167,
0.533565878868103,168,168,
0.5300359129905701,169,169,
0.5265567302703857,170,170,
0.5231282114982605,171,171,
0.5197493433952332,172,172,
0.5164192318916321,173,173,
0.5131375193595886,174,174,
0.5099037885665894,175,175,
0.5067211985588074,176,176,
0.5035853385925293,177,177,
0.5004956126213074,178,178,
0.4974512457847595,179,179,
0.4944516718387604,180,180,
0.49149593710899353,181,181,
0.48858410120010376,182,182,
0.4857178330421448,183,183,
0.4828939735889435,184,184,
0.48011189699172974,185,185,
0.4773705303668976,186,186,
0.47467219829559326,187,187,
0.4720161557197571,188,188,
0.4694001078605652,189,189,
0.4668228030204773,190,190,
0.4642842411994934,191,191,
0.46178388595581055,192,192,
0.4593198597431183,193,193,
0.4568924605846405,194,194,
0.4545011520385742,195,195,
0.4521428942680359,196,196,
0.44981643557548523,197,197,
0.4475212097167969,198,198,
,199,199,0.44752123951911926
0.445256769657135,199,199,
0.4430220425128937,200,200,
0.4408164918422699,201,201,
0.43863996863365173,202,202,
0.436491996049881,203,203,
0.43437060713768005,204,204,
0.432279497385025,205,205,
0.43021920323371887,206,206,
0.4281873404979706,207,207,
0.4261830151081085,208,208,
