train loss,epoch,step,test loss,accuracy
1.071983814239502,49,49,,
1.01203191280365,99,99,,
0.8583784699440002,149,149,,
0.6215981245040894,199,199,,
0.4610537588596344,249,249,,
0.3539305627346039,299,299,,
0.24000239372253418,349,349,,
0.16755987703800201,399,399,,
0.11022600531578064,449,449,,
0.07860027998685837,499,499,,
0.06193927302956581,549,549,,
0.05122368037700653,599,599,,
0.04396185278892517,649,649,,
0.03870616853237152,699,699,,
0.034640610218048096,749,749,,
0.031491052359342575,799,799,,
0.02893446572124958,849,849,,
0.026923904195427895,899,899,,
0.02502591721713543,949,949,,
0.02353724278509617,999,999,,
0.022060684859752655,1049,1049,,
0.020786171779036522,1099,1099,,
,1135,1135,0.0951819121837616,0.9733333587646484
