validation loss,epoch,step,train loss
1.1067289113998413,0,0,
1.1034252643585205,1,1,
1.1005128622055054,2,2,
1.0980161428451538,3,3,
1.0958291292190552,4,4,
1.0938963890075684,5,5,
1.092157244682312,6,6,
1.0905470848083496,7,7,
1.0889943838119507,8,8,
1.0875327587127686,9,9,
1.0860962867736816,10,10,
1.0846877098083496,11,11,
1.0833228826522827,12,12,
1.0819705724716187,13,13,
1.0806326866149902,14,14,
1.0793089866638184,15,15,
1.0779987573623657,16,16,
1.0767008066177368,17,17,
1.0754145383834839,18,18,
1.0741379261016846,19,19,
1.0728695392608643,20,20,
1.0716079473495483,21,21,
1.0703537464141846,22,22,
1.0691145658493042,23,23,
1.0678768157958984,24,24,
1.0666381120681763,25,25,
1.0653975009918213,26,26,
1.0641535520553589,27,27,
1.062904953956604,28,28,
1.0616501569747925,29,29,
1.0603883266448975,30,30,
1.0591179132461548,31,31,
1.0578378438949585,32,32,
1.0565468072891235,33,33,
1.0552438497543335,34,34,
1.0539275407791138,35,35,
1.052597165107727,36,36,
1.0512512922286987,37,37,
1.049889087677002,38,38,
1.0485097169876099,39,39,
1.0471118688583374,40,40,
1.0456949472427368,41,41,
1.0442581176757812,42,42,
1.0428004264831543,43,43,
1.0413215160369873,44,44,
1.0398203134536743,45,45,
1.0382962226867676,46,46,
1.0367487668991089,47,47,
1.0351769924163818,48,48,
,49,49,1.0351771116256714
1.0335806608200073,49,49,
1.031958818435669,50,50,
1.0303106307983398,51,51,
1.028635859489441,52,52,
1.0269335508346558,53,53,
1.0252032279968262,54,54,
1.0234440565109253,55,55,
1.0216553211212158,56,56,
1.019836664199829,57,57,
1.0179868936538696,58,58,
1.0161055326461792,59,59,
1.0141921043395996,60,60,
1.0122454166412354,61,61,
1.0102654695510864,62,62,
1.0082508325576782,63,63,
1.0062012672424316,64,64,
1.0041158199310303,65,65,
1.0019938945770264,66,66,
0.9998348951339722,67,67,
0.997637927532196,68,68,
0.995402455329895,69,69,
0.9931279420852661,70,70,
0.9908139705657959,71,71,
0.988460123538971,72,72,
0.9860659837722778,73,73,
0.9836317896842957,74,74,
0.9811580181121826,75,75,
0.9786444306373596,76,76,
0.9760911464691162,77,77,
0.9734988808631897,78,78,
0.9708706140518188,79,79,
0.9682067632675171,80,80,
0.9655067324638367,81,81,
0.9627705216407776,82,82,
0.9599987864494324,83,83,
0.9571899175643921,84,84,
0.9543449282646179,85,85,
0.9514631032943726,86,86,
0.9485454559326172,87,87,
0.9455909132957458,88,88,
0.9425988793373108,89,89,
0.9395694136619568,90,90,
0.9365031123161316,91,91,
0.9333996176719666,92,92,
0.9302591681480408,93,93,
0.9270818829536438,94,94,
0.9238680005073547,95,95,
0.9206177592277527,96,96,
0.9173324108123779,97,97,
0.914011538028717,98,98,
,99,99,0.9140114188194275
0.9106555581092834,99,99,
0.9072645306587219,100,100,
0.9038373827934265,101,101,
0.900356113910675,102,102,
0.8968364000320435,103,103,
0.8932800889015198,104,104,
0.8896369338035583,105,105,
0.8859177827835083,106,106,
0.8821271061897278,107,107,
0.8782190680503845,108,108,
0.8741446733474731,109,109,
0.869846761226654,110,110,
0.8652728199958801,111,111,
0.8604924082756042,112,112,
0.8554288148880005,113,113,
0.850002110004425,114,114,
0.8444284796714783,115,115,
0.8387351632118225,116,116,
0.8329907059669495,117,117,
0.827264666557312,118,118,
0.8215885162353516,119,119,
0.8160339593887329,120,120,
0.8105627298355103,121,121,
0.8051245808601379,122,122,
0.7997068762779236,123,123,
0.7943311929702759,124,124,
0.7890036106109619,125,125,
0.7837180495262146,126,126,
0.7785331606864929,127,127,
0.7734934687614441,128,128,
0.7685069441795349,129,129,
0.7635856866836548,130,130,
0.7587073445320129,131,131,
0.7538843750953674,132,132,
0.749103307723999,133,133,
0.7443408966064453,134,134,
0.7395961284637451,135,135,
0.7348729968070984,136,136,
0.7301698327064514,137,137,
0.7254976034164429,138,138,
0.7208534479141235,139,139,
0.7162390947341919,140,140,
0.7116591334342957,141,141,
0.7071268558502197,142,142,
0.7026688456535339,143,143,
0.6982772946357727,144,144,
0.6939414143562317,145,145,
0.6896679997444153,146,146,
0.6854447722434998,147,147,
0.6812851428985596,148,148,
,149,149,0.6812852025032043
0.6772626042366028,149,149,
0.6733283996582031,150,150,
0.66945481300354,151,151,
0.665673017501831,152,152,
0.6619964838027954,153,153,
0.6583442091941833,154,154,
0.6547216773033142,155,155,
0.6511383056640625,156,156,
0.647587239742279,157,157,
0.644075334072113,158,158,
0.6406258940696716,159,159,
0.6372120380401611,160,160,
0.6338220834732056,161,161,
0.6304473280906677,162,162,
0.627095103263855,163,163,
0.6237758994102478,164,164,
0.6204921007156372,165,165,
0.61723393201828,166,166,
0.6140136122703552,167,167,
0.6108132004737854,168,168,
0.6076440215110779,169,169,
0.6044961214065552,170,170,
0.6013726592063904,171,171,
0.5982799530029297,172,172,
0.5952261090278625,173,173,
0.5921976566314697,174,174,
0.5891922116279602,175,175,
0.5861983895301819,176,176,
0.5832279920578003,177,177,
0.5802881717681885,178,178,
0.5773723721504211,179,179,
0.5744844675064087,180,180,
0.5716086030006409,181,181,
0.5687469840049744,182,182,
0.5659094452857971,183,183,
0.5630906224250793,184,184,
0.5602920055389404,185,185,
0.5575256943702698,186,186,
0.5548050403594971,187,187,
0.5521087646484375,188,188,
0.5494343042373657,189,189,
0.5467814803123474,190,190,
0.5441545248031616,191,191,
0.5415567755699158,192,192,
0.538997232913971,193,193,
0.5364595651626587,194,194,
0.5339481830596924,195,195,
0.5314683318138123,196,196,
0.529013991355896,197,197,
0.526593029499054,198,198,
,199,199,0.526593029499054
0.5241963863372803,199,199,
0.5218135118484497,200,200,
0.5194438695907593,201,201,
0.5170881152153015,202,202,
0.5147557854652405,203,203,
0.5124387145042419,204,204,
0.5101431608200073,205,205,
0.507865846157074,206,206,
0.5056012272834778,207,207,
0.5033543109893799,208,208,
0.5011197328567505,209,209,
0.4988941252231598,210,210,
0.49667978286743164,211,211,
0.4944826364517212,212,212,
0.49229660630226135,213,213,
0.49012213945388794,214,214,
0.48795583844184875,215,215,
0.4858013093471527,216,216,
0.48366057872772217,217,217,
0.48154008388519287,218,218,
0.4794318377971649,219,219,
0.4773346781730652,220,220,
0.4752444624900818,221,221,
0.47315871715545654,222,222,
0.4710775911808014,223,223,
0.4690011739730835,224,224,
0.466929167509079,225,225,
0.46486157178878784,226,226,
0.4627979099750519,227,227,
0.46073782444000244,228,228,
0.4586828649044037,229,229,
0.4566325545310974,230,230,
0.45458635687828064,231,231,
0.45254239439964294,232,232,
0.45050105452537537,233,233,
0.4484618008136749,234,234,
0.4464244246482849,235,235,
0.4443889260292053,236,236,
0.44235464930534363,237,237,
0.4403214752674103,238,238,
0.4382891356945038,239,239,
0.43625739216804504,240,240,
0.4342261552810669,241,241,
0.4321959912776947,242,242,
0.4301658868789673,243,243,
0.42813679575920105,244,244,
0.42611032724380493,245,245,
0.42408379912376404,246,246,
0.42205995321273804,247,247,
0.4200359880924225,248,248,
,249,249,0.4200360178947449
0.4180125296115875,249,249,
0.41598930954933167,250,250,
0.4139660894870758,251,251,
0.4119427502155304,252,252,
0.40991929173469543,253,253,
0.4078969955444336,254,254,
0.4058753252029419,255,255,
0.4038533866405487,256,256,
0.40183189511299133,257,257,
0.39981016516685486,258,258,
0.3977881073951721,259,259,
0.3957657814025879,260,260,
0.39374324679374695,261,261,
0.3917211592197418,262,262,
0.38969913125038147,263,263,
0.3876790404319763,264,264,
0.3856593370437622,265,265,
0.3836406171321869,266,266,
0.38162553310394287,267,267,
0.3796125650405884,268,268,
0.37760162353515625,269,269,
0.37559425830841064,270,270,
0.37358948588371277,271,271,
0.3715873658657074,272,272,
0.3695882558822632,273,273,
0.3675931990146637,274,274,
0.3656027615070343,275,275,
0.363615483045578,276,276,
0.36163222789764404,277,277,
0.3596508204936981,278,278,
0.35767221450805664,279,279,
0.3556974530220032,280,280,
0.35372549295425415,281,281,
0.351756751537323,282,282,
0.349791020154953,283,283,
0.34782838821411133,284,284,
0.3458690345287323,285,285,
0.3439139127731323,286,286,
0.3419623076915741,287,287,
0.34001433849334717,288,288,
0.3380699157714844,289,289,
0.33612924814224243,290,290,
0.33419227600097656,291,291,
0.3322712779045105,292,292,
0.3303550183773041,293,293,
0.32844358682632446,294,294,
0.3265370726585388,295,295,
0.3246366083621979,296,296,
0.32274237275123596,297,297,
0.32085326313972473,298,298,
,299,299,0.32085326313972473
0.31896933913230896,299,299,
0.31709057092666626,300,300,
0.31521719694137573,301,301,
0.31334957480430603,302,302,
0.3114881217479706,303,303,
0.309632807970047,304,304,
0.3077836334705353,305,305,
0.3059406578540802,306,306,
0.3041044771671295,307,307,
0.3022794723510742,308,308,
0.300466388463974,309,309,
0.2986675202846527,310,310,
0.29687580466270447,311,311,
0.29509204626083374,312,312,
0.2933169901371002,313,313,
0.2915506660938263,314,314,
0.28979262709617615,315,315,
0.28804269433021545,316,316,
0.2863002419471741,317,317,
0.2845650017261505,318,318,
0.28283727169036865,319,319,
0.28111737966537476,320,320,
0.2794058620929718,321,321,
0.2777028977870941,322,322,
0.2760086953639984,323,323,
0.27432307600975037,324,324,
0.2726459205150604,325,325,
0.2709770202636719,326,326,
0.26932114362716675,327,327,
0.26767498254776,328,328,
0.26603737473487854,329,329,
0.2644091546535492,330,330,
0.26279082894325256,331,331,
0.26118242740631104,332,332,
0.25958359241485596,333,333,
0.2579939067363739,334,334,
0.2564130127429962,335,335,
0.2548409104347229,336,336,
0.2532779574394226,337,337,
0.251724511384964,338,338,
0.2501806616783142,339,339,
0.2486509531736374,340,340,
0.2471327781677246,341,341,
0.24562358856201172,342,342,
0.24412335455417633,343,343,
0.2426324486732483,344,344,
0.2411516010761261,345,345,
0.23968103528022766,346,346,
0.23822052776813507,347,347,
0.2367698699235916,348,348,
,349,349,0.2367698699235916
0.2353288233280182,349,349,
0.23389720916748047,350,350,
0.23247520625591278,351,351,
0.23106341063976288,352,352,
0.22966183722019196,353,353,
0.22827018797397614,354,354,
0.22688843309879303,355,355,
0.22551648318767548,356,356,
0.22415439784526825,357,357,
0.22280210256576538,358,358,
0.22145971655845642,359,359,
0.22012731432914734,360,360,
0.21880485117435455,361,361,
0.21749235689640045,362,362,
0.21618977189064026,363,363,
0.2148970663547516,364,364,
0.21361425518989563,365,365,
0.21234144270420074,366,366,
0.2110784649848938,367,367,
0.2098253071308136,368,368,
0.20858202874660492,369,369,
0.20734861493110657,370,370,
0.20612505078315735,371,371,
0.20491136610507965,372,372,
0.20370742678642273,373,373,
0.20251326262950897,374,374,
0.20132890343666077,375,375,
0.20015425980091095,376,376,
0.19898928701877594,377,377,
0.19783401489257812,378,378,
0.19668836891651154,379,379,
0.1955522894859314,380,380,
0.19442827999591827,381,381,
0.19331388175487518,382,382,
0.1922091841697693,383,383,
0.19111420214176178,384,384,
0.19002880156040192,385,385,
0.18895289301872253,386,386,
0.1878862828016281,387,387,
0.18682901561260223,388,388,
0.18578104674816132,389,389,
0.18474236130714417,390,390,
0.183712899684906,391,391,
0.182693749666214,392,392,
