validation loss,epoch,step,train loss
1.2783764600753784,0,0,
1.2698872089385986,1,1,
1.2616223096847534,2,2,
1.253600001335144,3,3,
1.2458144426345825,4,4,
1.23826265335083,5,5,
1.2309424877166748,6,6,
1.2238600254058838,7,7,
1.2170096635818481,8,8,
1.2103919982910156,9,9,
1.2040119171142578,10,10,
1.197864294052124,11,11,
1.1919468641281128,12,12,
1.186262845993042,13,13,
1.180806279182434,14,14,
1.1755729913711548,15,15,
1.1705715656280518,16,16,
1.1657898426055908,17,17,
1.161238193511963,18,18,
1.1569023132324219,19,19,
1.1527849435806274,20,20,
1.1488823890686035,21,21,
1.1451760530471802,22,22,
1.141663908958435,23,23,
1.1383521556854248,24,24,
1.1352345943450928,25,25,
1.1322953701019287,26,26,
1.1295205354690552,27,27,
1.1269053220748901,28,28,
1.1244370937347412,29,29,
1.1221137046813965,30,30,
1.119927167892456,31,31,
1.1178662776947021,32,32,
1.1159225702285767,33,33,
1.1140893697738647,34,34,
1.1123594045639038,35,35,
1.1107234954833984,36,36,
1.1091759204864502,37,37,
1.1077115535736084,38,38,
1.1063215732574463,39,39,
1.104999303817749,40,40,
1.1037386655807495,41,41,
1.1025336980819702,42,42,
1.101378083229065,43,43,
1.1002670526504517,44,44,
1.0991946458816528,45,45,
1.0981559753417969,46,46,
1.097145915031433,47,47,
1.0961607694625854,48,48,
,49,49,1.0961607694625854
1.0951955318450928,49,49,
1.094246506690979,50,50,
1.0933104753494263,51,51,
1.0923830270767212,52,52,
1.0914615392684937,53,53,
1.090543508529663,54,54,
1.0896258354187012,55,55,
1.0887058973312378,56,56,
1.087781310081482,57,57,
1.0868502855300903,58,58,
1.0859103202819824,59,59,
1.084959864616394,60,60,
1.0839979648590088,61,61,
1.0830224752426147,62,62,
1.0820320844650269,63,63,
1.081025242805481,64,64,
1.0800011157989502,65,65,
1.0789583921432495,66,66,
1.077896237373352,67,67,
1.0768134593963623,68,68,
1.0757097005844116,69,69,
1.074583649635315,70,70,
1.0734353065490723,71,71,
1.0722639560699463,72,72,
1.0710686445236206,73,73,
1.0698487758636475,74,74,
