validation loss,epoch,step,train loss,test loss,accuracy
1.277395486831665,0,0,,,
1.2622032165527344,1,1,,,
1.2476426362991333,2,2,,,
1.2337136268615723,3,3,,,
1.2204118967056274,4,4,,,
1.2077388763427734,5,5,,,
1.1957350969314575,6,6,,,
1.1845431327819824,7,7,,,
1.174085259437561,8,8,,,
1.1642638444900513,9,9,,,
1.1550215482711792,10,10,,,
1.1463221311569214,11,11,,,
1.1381369829177856,12,12,,,
1.1304442882537842,13,13,,,
1.1232225894927979,14,14,,,
1.1164499521255493,15,15,,,
1.1101049184799194,16,16,,,
1.1041661500930786,17,17,,,
1.098612666130066,18,18,,,
1.093424677848816,19,19,,,
1.0885823965072632,20,20,,,
1.084066390991211,21,21,,,
1.0798583030700684,22,22,,,
1.0759400129318237,23,23,,,
1.072301983833313,24,24,,,
1.0689177513122559,25,25,,,
1.0657570362091064,26,26,,,
1.0628488063812256,27,27,,,
1.060300588607788,28,28,,,
1.058098316192627,29,29,,,
1.0561572313308716,30,30,,,
1.0543643236160278,31,31,,,
1.0525413751602173,32,32,,,
1.0507034063339233,33,33,,,
1.0489113330841064,34,34,,,
1.0472201108932495,35,35,,,
1.0456539392471313,36,36,,,
1.0445356369018555,37,37,,,
1.043789029121399,38,38,,,
1.043398141860962,39,39,,,
1.043243169784546,40,40,,,
1.0431315898895264,41,41,,,
1.0429271459579468,42,42,,,
1.0426025390625,43,43,,,
1.042103886604309,44,44,,,
1.0414146184921265,45,45,,,
1.0405504703521729,46,46,,,
1.039526104927063,47,47,,,
1.038413166999817,48,48,,,
,49,49,1.038413166999817,,
1.0372276306152344,49,49,,,
1.0359976291656494,50,50,,,
1.0347353219985962,51,51,,,
1.0336086750030518,52,52,,,
1.032558560371399,53,53,,,
1.0315213203430176,54,54,,,
1.0306086540222168,55,55,,,
1.0297309160232544,56,56,,,
1.0288563966751099,57,57,,,
1.0280011892318726,58,58,,,
1.0271395444869995,59,59,,,
1.0262768268585205,60,60,,,
1.0253695249557495,61,61,,,
1.024397373199463,62,62,,,
1.023366093635559,63,63,,,
1.02230703830719,64,64,,,
1.0212198495864868,65,65,,,
1.0201401710510254,66,66,,,
1.0190231800079346,67,67,,,
1.0178934335708618,68,68,,,
1.0167548656463623,69,69,,,
1.0156075954437256,70,70,,,
1.0144602060317993,71,71,,,
1.013319492340088,72,72,,,
1.012147068977356,73,73,,,
1.0109691619873047,74,74,,,
1.0097708702087402,75,75,,,
1.008544683456421,76,76,,,
1.007290005683899,77,77,,,
1.0060070753097534,78,78,,,
1.0047017335891724,79,79,,,
1.0033743381500244,80,80,,,
1.002022624015808,81,81,,,
1.000646948814392,82,82,,,
0.9992530345916748,83,83,,,
0.9978366494178772,84,84,,,
0.9963952302932739,85,85,,,
0.9949314594268799,86,86,,,
0.9934471845626831,87,87,,,
0.9919375777244568,88,88,,,
0.9904005527496338,89,89,,,
0.9888362288475037,90,90,,,
0.9872443079948425,91,91,,,
0.9856272339820862,92,92,,,
0.9839856028556824,93,93,,,
0.9823158383369446,94,94,,,
0.980610728263855,95,95,,,
0.9788743257522583,96,96,,,
0.9771071076393127,97,97,,,
0.9753082394599915,98,98,,,
,99,99,0.9753082394599915,,
0.9734858870506287,99,99,,,
0.9716382622718811,100,100,,,
0.9697555303573608,101,101,,,
0.9678385257720947,102,102,,,
0.9658911228179932,103,103,,,
0.9639131426811218,104,104,,,
0.9619022011756897,105,105,,,
0.9598581790924072,106,106,,,
0.9577796459197998,107,107,,,
0.9556668996810913,108,108,,,
0.953522264957428,109,109,,,
0.9513444900512695,110,110,,,
0.9491322040557861,111,111,,,
0.946885883808136,112,112,,,
0.9446043372154236,113,113,,,
0.942288339138031,114,114,,,
0.9399374723434448,115,115,,,
0.9375516176223755,116,116,,,
0.9351313710212708,117,117,,,
0.932676374912262,118,118,,,
0.9301868677139282,119,119,,,
0.927660346031189,120,120,,,
0.9250967502593994,121,121,,,
0.9224969148635864,122,122,,,
0.919861912727356,123,123,,,
0.9171918630599976,124,124,,,
0.9144865274429321,125,125,,,
0.9117494225502014,126,126,,,
0.9089769721031189,127,127,,,
0.9061694741249084,128,128,,,
0.9033260345458984,129,129,,,
0.9004470705986023,130,130,,,
0.8975333571434021,131,131,,,
0.8945847749710083,132,132,,,
0.8916018605232239,133,133,,,
0.8885844945907593,134,134,,,
0.8855324387550354,135,135,,,
0.8824480175971985,136,136,,,
0.8793314099311829,137,137,,,
0.8761813044548035,138,138,,,
0.8729981780052185,139,139,,,
0.8697824478149414,140,140,,,
0.8665313124656677,141,141,,,
0.863246738910675,142,142,,,
0.8599302172660828,143,143,,,
0.8565826416015625,144,144,,,
0.8532081246376038,145,145,,,
0.8498030304908752,146,146,,,
0.8463685512542725,147,147,,,
0.8429049253463745,148,148,,,
,149,149,0.8429049253463745,,
0.8394135236740112,149,149,,,
0.8358941674232483,150,150,,,
0.8323475122451782,151,151,,,
0.8287743926048279,152,152,,,
0.8251747488975525,153,153,,,
0.8215507864952087,154,154,,,
0.8179048299789429,155,155,,,
0.8142346739768982,156,156,,,
0.8105414509773254,157,157,,,
0.8068259954452515,158,158,,,
0.8030890226364136,159,159,,,
0.7993324398994446,160,160,,,
0.7955571413040161,161,161,,,
0.791763424873352,162,162,,,
0.7879520654678345,163,163,,,
0.7841240167617798,164,164,,,
0.7802801728248596,165,165,,,
0.7764226794242859,166,166,,,
0.7725512385368347,167,167,,,
0.7686668634414673,168,168,,,
0.7647716999053955,169,169,,,
0.7608668208122253,170,170,,,
0.756952166557312,171,171,,,
0.7530298233032227,172,172,,,
0.7490987181663513,173,173,,,
0.7451591491699219,174,174,,,
0.7412145137786865,175,175,,,
0.7372657060623169,176,176,,,
0.7333139777183533,177,177,,,
0.7293604016304016,178,178,,,
0.7254064083099365,179,179,,,
0.7214527726173401,180,180,,,
0.7175007462501526,181,181,,,
0.71355140209198,182,182,,,
0.7096056342124939,183,183,,,
0.705664873123169,184,184,,,
0.701732873916626,185,185,,,
0.6978113055229187,186,186,,,
0.6938983798027039,187,187,,,
0.6899950504302979,188,188,,,
0.686105489730835,189,189,,,
0.6822441816329956,190,190,,,
0.6783962845802307,191,191,,,
0.6745626926422119,192,192,,,
0.6707450747489929,193,193,,,
0.6669443845748901,194,194,,,
0.66316157579422,195,195,,,
0.6593981385231018,196,196,,,
0.655654788017273,197,197,,,
0.6519320607185364,198,198,,,
,199,199,0.6519321203231812,,
0.6482308506965637,199,199,,,
0.6445528268814087,200,200,,,
0.6408975124359131,201,201,,,
0.6372652649879456,202,202,,,
0.6336605548858643,203,203,,,
0.6300832033157349,204,204,,,
0.6265308260917664,205,205,,,
0.6230039000511169,206,206,,,
0.6195049285888672,207,207,,,
0.616041362285614,208,208,,,
0.6126054525375366,209,209,,,
0.6091963052749634,210,210,,,
0.6058153510093689,211,211,,,
0.6024643182754517,212,212,,,
0.5991437435150146,213,213,,,
0.5958539843559265,214,214,,,
0.5925954580307007,215,215,,,
0.5893682241439819,216,216,,,
0.586173415184021,217,217,,,
0.5830121636390686,218,218,,,
0.5798831582069397,219,219,,,
0.5767848491668701,220,220,,,
0.5737172961235046,221,221,,,
0.5706806182861328,222,222,,,
0.5676785707473755,223,223,,,
0.5647071599960327,224,224,,,
0.5617660284042358,225,225,,,
0.5588553547859192,226,226,,,
0.5559755563735962,227,227,,,
0.5531265139579773,228,228,,,
0.5503087639808655,229,229,,,
0.5475218892097473,230,230,,,
0.5447660684585571,231,231,,,
0.5420411825180054,232,232,,,
0.5393486022949219,233,233,,,
0.5366854071617126,234,234,,,
0.5340507626533508,235,235,,,
0.5314446091651917,236,236,,,
0.5288682579994202,237,237,,,
0.5263202786445618,238,238,,,
0.523800253868103,239,239,,,
0.5213075280189514,240,240,,,
0.5188416242599487,241,241,,,
0.5164023637771606,242,242,,,
0.5139890313148499,243,243,,,
0.5116062760353088,244,244,,,
0.5092533826828003,245,245,,,
