validation loss,epoch,step,train loss
1.1824829578399658,0,0,
1.1757042407989502,1,1,
1.16911780834198,2,2,
1.162728190422058,3,3,
1.15653657913208,4,4,
1.1505444049835205,5,5,
1.1447525024414062,6,6,
1.1391607522964478,7,7,
1.1337677240371704,8,8,
1.128571629524231,9,9,
1.1235663890838623,10,10,
1.1187379360198975,11,11,
1.1140960454940796,12,12,
1.109653353691101,13,13,
1.105358362197876,14,14,
1.1012049913406372,15,15,
1.0971583127975464,16,16,
1.0931848287582397,17,17,
1.0892951488494873,18,18,
1.0854098796844482,19,19,
1.081511378288269,20,20,
1.077551245689392,21,21,
1.0737241506576538,22,22,
1.069993495941162,23,23,
1.0663491487503052,24,24,
1.0627933740615845,25,25,
1.059407114982605,26,26,
1.0562070608139038,27,27,
1.0531222820281982,28,28,
1.0500824451446533,29,29,
1.0471813678741455,30,30,
1.0446069240570068,31,31,
1.0422919988632202,32,32,
1.0402140617370605,33,33,
1.0382966995239258,34,34,
1.0364303588867188,35,35,
1.034562110900879,36,36,
1.0326921939849854,37,37,
1.0308146476745605,38,38,
1.0289437770843506,39,39,
1.02707839012146,40,40,
1.0252102613449097,41,41,
1.0233242511749268,42,42,
1.0214089155197144,43,43,
1.0194690227508545,44,44,
1.0175026655197144,45,45,
1.0155073404312134,46,46,
1.0134780406951904,47,47,
1.0114179849624634,48,48,
,49,49,1.0114179849624634
1.0093339681625366,49,49,
1.0072187185287476,50,50,
1.0050861835479736,51,51,
1.002933382987976,52,52,
1.0007481575012207,53,53,
0.99852454662323,54,54,
0.9962633848190308,55,55,
0.993966281414032,56,56,
0.9916269183158875,57,57,
0.9892514944076538,58,58,
0.9868394136428833,59,59,
0.9843814373016357,60,60,
0.9818764925003052,61,61,
0.9793238043785095,62,62,
0.9767225384712219,63,63,
0.9740709066390991,64,64,
0.9713686108589172,65,65,
0.9686144590377808,66,66,
0.9658060073852539,67,67,
0.9629426598548889,68,68,
0.9600234627723694,69,69,
0.9570478200912476,70,70,
0.9540165662765503,71,71,
0.9509286880493164,72,72,
0.947783350944519,73,73,
0.9445883631706238,74,74,
0.9413330554962158,75,75,
0.9380142092704773,76,76,
0.9346367716789246,77,77,
0.9312005639076233,78,78,
0.927703320980072,79,79,
0.924144983291626,80,80,
0.9205259084701538,81,81,
0.9168461561203003,82,82,
0.9131062030792236,83,83,
0.9093062281608582,84,84,
0.9054466485977173,85,85,
0.9015279412269592,86,86,
0.8975510001182556,87,87,
0.8935176134109497,88,88,
0.8894224166870117,89,89,
0.8852662444114685,90,90,
0.8810487389564514,91,91,
0.8767507672309875,92,92,
0.8723582625389099,93,93,
0.8678780794143677,94,94,
0.8633157014846802,95,95,
0.8586950898170471,96,96,
0.8539912104606628,97,97,
0.8492311835289001,98,98,
,99,99,0.8492311835289001
0.844450831413269,99,99,
0.839695394039154,100,100,
