train loss,epoch,step,test loss,accuracy
1.0737040042877197,49,49,,
1.013317346572876,99,99,,
0.8921389579772949,149,149,,
0.7268113493919373,199,199,,
0.5902021527290344,249,249,,
0.4213462173938751,299,299,,
0.23735398054122925,349,349,,
0.1520959436893463,399,399,,
0.09610871970653534,449,449,,
0.07220029085874557,499,499,,
0.05861743912100792,549,549,,
0.04990971088409424,599,599,,
0.043865300714969635,649,649,,
0.039438825100660324,699,699,,
0.0360577367246151,749,749,,
0.03337738662958145,799,799,,
0.031187012791633606,849,849,,
0.02936190366744995,899,899,,
0.027811752632260323,949,949,,
0.026476912200450897,999,999,,
0.025308243930339813,1049,1049,,
0.024265868589282036,1099,1099,,
0.023322327062487602,1149,1149,,
0.022456258535385132,1199,1199,,
0.02164633944630623,1249,1249,,
0.020879803225398064,1299,1299,,
0.020145153626799583,1349,1349,,
0.019430069252848625,1399,1399,,
0.018727276474237442,1449,1449,,
0.018033087253570557,1499,1499,,
0.017346030101180077,1549,1549,,
0.01666189730167389,1599,1599,,
0.015978189185261726,1649,1649,,
0.015294880606234074,1699,1699,,
0.014612894505262375,1749,1749,,
0.013933840207755566,1799,1799,,
0.013259845785796642,1849,1849,,
0.012593425810337067,1899,1899,,
0.011937346309423447,1949,1949,,
0.011294428259134293,1999,1999,,
0.010667435824871063,2049,2049,,
0.010058999992907047,2099,2099,,
0.009471581317484379,2149,2149,,
0.008907265961170197,2199,2199,,
0.00836736336350441,2249,2249,,
0.007852579466998577,2299,2299,,
0.007363277953118086,2349,2349,,
0.006899720057845116,2399,2399,,
0.006461970508098602,2449,2449,,
0.006064394023269415,2499,2499,,
0.005683685187250376,2549,2549,,
0.005326916463673115,2599,2599,,
0.0049917674623429775,2649,2649,,
0.004677328746765852,2699,2699,,
0.00438274908810854,2749,2749,,
0.004107055254280567,2799,2799,,
0.003849340369924903,2849,2849,,
0.003617293434217572,2899,2899,,
0.003392924787476659,2949,2949,,
0.0031849376391619444,2999,2999,,
0.0029907836578786373,3049,3049,,
0.0028095843736082315,3099,3099,,
0.0026404878590255976,3149,3149,,
0.0024827143643051386,3199,3199,,
,3216,3216,0.25458818674087524,0.9733333587646484
