validation loss,epoch,step,train loss
1.18588387966156,0,0,
1.183554768562317,1,1,
1.1812670230865479,2,2,
1.1790292263031006,3,3,
1.1768405437469482,4,4,
1.1747016906738281,5,5,
1.1726162433624268,6,6,
1.1705859899520874,7,7,
1.1686092615127563,8,8,
1.1666855812072754,9,9,
1.1648139953613281,10,10,
1.1630005836486816,11,11,
1.1612380743026733,12,12,
1.1595432758331299,13,13,
1.1579010486602783,14,14,
1.156312346458435,15,15,
1.154772400856018,16,16,
1.153283715248108,17,17,
1.1518431901931763,18,18,
1.150450587272644,19,19,
1.1491069793701172,20,20,
1.1478042602539062,21,21,
1.146541714668274,22,22,
1.1453276872634888,23,23,
1.1441575288772583,24,24,
1.1430312395095825,25,25,
1.141944169998169,26,26,
1.140893578529358,27,27,
1.1398751735687256,28,28,
1.138888955116272,29,29,
1.137934923171997,30,30,
1.137009859085083,31,31,
1.1361137628555298,32,32,
1.135251760482788,33,33,
1.134416937828064,34,34,
1.1336108446121216,35,35,
1.1328308582305908,36,36,
1.1320736408233643,37,37,
1.131338119506836,38,38,
1.1306259632110596,39,39,
1.1299362182617188,40,40,
1.129266381263733,41,41,
1.1286150217056274,42,42,
1.1279817819595337,43,43,
1.1273659467697144,44,44,
1.1267668008804321,45,45,
1.126184105873108,46,46,
1.1256167888641357,47,47,
1.125064492225647,48,48,
,49,49,1.1250646114349365
1.1245275735855103,49,49,
1.124004602432251,50,50,
1.1234956979751587,51,51,
1.1230005025863647,52,52,
1.1225178241729736,53,53,
1.1220471858978271,54,54,
1.1215883493423462,55,55,
1.1211413145065308,56,56,
1.120705008506775,57,57,
1.1202794313430786,58,58,
1.1198643445968628,59,59,
1.1194597482681274,60,60,
1.119064450263977,61,61,
1.1186789274215698,62,62,
1.1183024644851685,63,63,
1.1179345846176147,64,64,
1.1175755262374878,65,65,
1.1172248125076294,66,66,
1.1168818473815918,67,67,
1.116546630859375,68,68,
1.116219162940979,69,69,
1.115898847579956,70,70,
