train loss,epoch,step,test loss,accuracy
0.8947345018386841,49,49,,
0.6951459646224976,99,99,,
0.5416287779808044,149,149,,
0.44829368591308594,199,199,,
0.3749189078807831,249,249,,
0.2955116629600525,299,299,,
0.2222408801317215,349,349,,
0.16401754319667816,399,399,,
0.12359028309583664,449,449,,
0.09798996150493622,499,499,,
0.08269249647855759,549,549,,
0.07276465743780136,599,599,,
0.0659366101026535,649,649,,
0.06101590394973755,699,699,,
0.05733928829431534,749,749,,
0.05451546236872673,799,799,,
0.052292533218860626,849,849,,
0.050506457686424255,899,899,,
0.049042753875255585,949,949,,
0.047817494720220566,999,999,,
0.04677027091383934,1049,1049,,
0.04585663601756096,1099,1099,,
0.045043233782052994,1149,1149,,
0.04430589824914932,1199,1199,,
0.04362676665186882,1249,1249,,
0.04299323260784149,1299,1299,,
0.04239630699157715,1349,1349,,
0.041829150170087814,1399,1399,,
0.041287150233983994,1449,1449,,
0.04076717048883438,1499,1499,,
0.04026683792471886,1549,1549,,
0.03978497534990311,1599,1599,,
0.03932056203484535,1649,1649,,
0.038873519748449326,1699,1699,,
0.03844572603702545,1749,1749,,
0.038036469370126724,1799,1799,,
0.03764529898762703,1849,1849,,
0.03727239370346069,1899,1899,,
0.03691888228058815,1949,1949,,
0.036584995687007904,1999,1999,,
0.03627128526568413,2049,2049,,
0.035978130996227264,2099,2099,,
0.035705797374248505,2149,2149,,
0.03545430675148964,2199,2199,,
0.0352238304913044,2249,2249,,
0.035014137625694275,2299,2299,,
0.034824635833501816,2349,2349,,
0.03465462476015091,2399,2399,,
0.03450300171971321,2449,2449,,
0.034368954598903656,2499,2499,,
0.034251417964696884,2549,2549,,
0.03414883464574814,2599,2599,,
0.03405996784567833,2649,2649,,
0.03398352488875389,2699,2699,,
0.03391817584633827,2749,2749,,
0.033862579613924026,2799,2799,,
0.03381570801138878,2849,2849,,
0.03377615287899971,2899,2899,,
0.03374309465289116,2949,2949,,
0.03371556103229523,2999,2999,,
0.033692631870508194,3049,3049,,
0.03367362916469574,3099,3099,,
0.03365793451666832,3149,3149,,
0.0336449109017849,3199,3199,,
0.03363416716456413,3249,3249,,
0.033625278621912,3299,3299,,
0.033617909997701645,3349,3349,,
0.03361168131232262,3399,3399,,
0.03360657021403313,3449,3449,,
0.03360209986567497,3499,3499,,
0.03359829634428024,3549,3549,,
0.033595092594623566,3599,3599,,
,3619,3619,0.12023182213306427,0.9333333373069763
